Ensembl Gene Record	A778_D0_gene	A820_D0_gene	A870_D0_gene	A899_D0_gene
ENSG00000106344.8	742	489	805	1384
ENSG00000106346.11	717	181	202	775
ENSG00000106348.17	486	364	404	1587
ENSG00000106351.12	729	940	370	789
ENSG00000106355.9	476	491	287	1167
ENSG00000106366.8	436	69	259	433
ENSG00000106367.14	950	592	735	1338
ENSG00000106384.11	4	1	0	13
ENSG00000106392.10	700	433	709	884
ENSG00000106397.11	1605	898	869	2157
ENSG00000106399.11	222	204	142	410
ENSG00000106400.11	1118	903	1389	2137
ENSG00000106404.13	145	51	117	508
ENSG00000106415.12	138	55	133	297
ENSG00000106443.16	973	424	430	1261
ENSG00000106459.14	336	220	231	773
ENSG00000106460.18	1351	357	792	1237
ENSG00000106462.10	705	330	393	1273
ENSG00000106477.18	480	124	221	728
ENSG00000106479.10	411	191	656	1325
ENSG00000106484.15	6087	807	948	3911
ENSG00000106524.8	302	192	172	535
ENSG00000106526.10	139	1	347	161
ENSG00000106536.19	193	79	3	112
ENSG00000106537.7	1105	221	571	2046
ENSG00000106538.9	157	284	3136	1777
ENSG00000106541.11	94	27	50	595
ENSG00000106546.13	1044	519	829	4373
ENSG00000106554.12	957	714	1148	1850
ENSG00000106560.10	13	6	14	241
ENSG00000106565.17	1219	262	327	1162
ENSG00000106571.13	76	68	1	216
ENSG00000106588.10	358	383	267	680
ENSG00000106591.3	785	760	566	1095
ENSG00000106603.18	642	667	560	1513
ENSG00000106605.10	206	659	325	869
ENSG00000106608.16	705	773	538	1357
ENSG00000106609.16	1747	1218	1271	2295
ENSG00000106610.15	123	145	145	295
ENSG00000106615.9	1679	932	2582	4537
ENSG00000106617.13	745	793	845	694
ENSG00000106624.10	1688	10	516	1726
ENSG00000106628.10	824	2133	1065	2880
ENSG00000106631.8	16	0	6	40
ENSG00000106633.15	16	0	63	48
ENSG00000106635.7	502	629	856	1010
ENSG00000106636.7	2034	1347	1465	5305
ENSG00000106638.16	799	852	1256	1017
ENSG00000106665.15	682	386	457	975
ENSG00000106682.14	4650	7637	8264	6750
ENSG00000106683.14	850	476	865	939
ENSG00000106686.16	114	173	134	64
ENSG00000106688.11	49	171	220	23
ENSG00000106692.14	407	648	346	551
ENSG00000106701.11	310	494	96	249
ENSG00000106714.17	1	34	43	1
ENSG00000106723.16	4983	2503	1569	2444
ENSG00000106733.20	222	195	3	186
ENSG00000106771.12	1311	1808	1164	1492
ENSG00000106772.17	768	762	444	975
ENSG00000106780.8	365	310	237	557
ENSG00000106785.14	449	658	527	277
ENSG00000106789.12	841	1137	293	322
ENSG00000106799.12	875	686	406	811
ENSG00000106803.9	664	771	794	1156
ENSG00000106804.7	28	108	6	61
ENSG00000106809.10	0	5	2	1
ENSG00000106823.12	0	4	5	15
ENSG00000106829.18	218	56	175	264
ENSG00000106852.15	16	30	53	37
ENSG00000106853.19	239	739	339	385
ENSG00000106868.16	208	102	71	156
ENSG00000106927.11	1	3	0	6
ENSG00000106948.16	579	364	180	551
ENSG00000106952.7	9	5	10	16
ENSG00000106976.20	287	304	260	320
ENSG00000106991.13	173	108	250	223
ENSG00000106992.18	106	107	101	233
ENSG00000106993.11	271	255	435	311
ENSG00000107014.8	4	0	6	8
ENSG00000107018.7	1	1	3	7
ENSG00000107020.9	94	227	142	132
ENSG00000107021.15	466	336	270	470
ENSG00000107036.11	437	458	696	565
ENSG00000107077.18	527	992	1278	456
ENSG00000107099.15	139	297	94	90
ENSG00000107104.18	869	2468	845	755
ENSG00000107105.14	14	1	0	3
ENSG00000107130.9	565	671	1221	1055
ENSG00000107140.15	538	422	688	646
ENSG00000107147.12	31	922	560	807
ENSG00000107159.12	12	53	265	87
ENSG00000107164.15	1392	1475	960	1599
ENSG00000107165.12	3	142	2	0
ENSG00000107175.11	795	596	1253	577
ENSG00000107185.9	943	758	1069	1010
ENSG00000107186.16	398	679	313	597
ENSG00000107201.9	761	184	665	401
ENSG00000107223.12	1602	2381	3070	2123
ENSG00000107242.17	22	41	42	4
ENSG00000107249.22	104	112	159	275
ENSG00000107262.21	1000	1389	1667	1083
ENSG00000107263.18	1486	1489	729	1093
ENSG00000107281.9	384	421	894	771
ENSG00000107282.7	79	89	198	67
ENSG00000107290.13	1315	1078	672	1097
ENSG00000107317.12	105	7	2941	3120
ENSG00000107331.16	1253	854	2316	410
ENSG00000107338.9	136	226	409	251
ENSG00000107341.4	1064	1158	1273	1009
ENSG00000107362.13	221	231	206	155
ENSG00000107371.12	228	432	390	302
ENSG00000107372.12	3870	2999	4294	3470
ENSG00000107404.19	1337	1647	2816	2531
ENSG00000107438.8	2754	1800	1041	5207
ENSG00000107443.15	508	125	233	897
ENSG00000107485.16	86	18	27	1
ENSG00000107518.17	3	0	72	22
ENSG00000107521.18	650	425	465	1569
ENSG00000107537.13	387	103	180	2495
ENSG00000107551.20	285	77	270	2007
ENSG00000107554.16	295	146	68	369
ENSG00000107560.11	962	620	503	1929
ENSG00000107562.16	125	7	35	324
ENSG00000107566.13	662	196	404	874
ENSG00000107581.12	6662	7467	6365	14587
ENSG00000107593.16	1	1	1	2
ENSG00000107611.15	21	54	10	35
ENSG00000107614.21	140	53	60	278
ENSG00000107625.12	646	295	420	1488
ENSG00000107643.16	1005	414	572	1060
ENSG00000107651.12	1013	835	1029	1899
ENSG00000107669.17	383	192	327	876
ENSG00000107672.14	346	133	322	919
ENSG00000107679.14	1205	430	989	2830
ENSG00000107719.8	40	314	132	265
ENSG00000107731.12	1253	540	917	3911
ENSG00000107736.20	60	19	35	130
ENSG00000107738.19	486	174	733	2250
ENSG00000107742.12	22198	1637	7203	39425
ENSG00000107745.18	1198	297	537	1527
ENSG00000107758.15	679	241	574	1437
ENSG00000107771.16	592	192	288	925
ENSG00000107779.13	1178	383	425	1502
ENSG00000107789.15	248	102	201	609
ENSG00000107796.13	26	4	31	96
ENSG00000107798.17	837	507	795	1921
ENSG00000107815.9	323	230	138	1049
ENSG00000107816.17	2184	927	1780	4490
ENSG00000107819.13	961	420	516	1547
ENSG00000107821.14	38	4	84	373
ENSG00000107829.13	670	410	488	3366
ENSG00000107831.12	3	0	1	1
ENSG00000107833.10	247	421	232	659
ENSG00000107854.5	2276	614	1239	3041
ENSG00000107859.9	0	0	0	0
ENSG00000107862.4	1635	908	2041	3589
ENSG00000107863.17	2940	604	1261	5780
ENSG00000107864.14	100	80	291	533
ENSG00000107872.12	231	243	241	494
ENSG00000107874.10	515	598	371	1168
ENSG00000107882.11	402	287	247	594
ENSG00000107890.16	190	78	140	766
ENSG00000107897.18	831	235	337	843
ENSG00000107902.13	266	192	264	648
ENSG00000107929.14	3013	1074	1664	3716
ENSG00000107937.18	1844	759	1483	3547
ENSG00000107938.17	499	275	556	859
ENSG00000107949.16	740	611	866	1728
ENSG00000107951.14	750	362	515	1568
ENSG00000107954.10	239	27	10	388
ENSG00000107957.16	1210	849	2110	1686
ENSG00000107959.15	2803	731	915	2282
ENSG00000107960.10	252	193	137	340
ENSG00000107968.9	850	306	183	724
ENSG00000107984.9	11	4	17	0
ENSG00000108001.13	0	6	20	967
ENSG00000108010.11	832	527	873	1999
ENSG00000108018.15	81	70	9	0
ENSG00000108021.20	1633	1192	1753	3929
ENSG00000108039.17	1093	1333	616	2061
ENSG00000108055.9	1460	1437	700	3088
ENSG00000108061.11	774	515	507	1287
ENSG00000108064.10	983	721	1079	1901
ENSG00000108091.10	3196	2661	2223	6468
ENSG00000108094.14	886	305	634	2278
ENSG00000108100.17	2006	977	1088	3906
ENSG00000108106.13	764	807	417	2467
ENSG00000108107.14	4138	5201	8674	19236
ENSG00000108175.16	2736	1606	1174	5005
ENSG00000108176.14	12	4	85	34
ENSG00000108179.13	1096	1952	1045	2279
ENSG00000108187.15	87	48	124	328
ENSG00000108219.14	3192	1082	1310	3825
ENSG00000108239.8	274	116	156	358
ENSG00000108242.12	1	2	1	0
ENSG00000108244.16	932	591	270	1745
ENSG00000108256.8	2275	1283	1482	2525
ENSG00000108262.15	1146	662	560	1571
ENSG00000108298.11	5090	56168	7169	18257
ENSG00000108306.12	653	2216	289	849
ENSG00000108309.13	57	17	12	316
ENSG00000108312.14	2279	2018	1688	3135
ENSG00000108342.12	2	9	9	0
ENSG00000108344.14	1424	2847	860	2943
ENSG00000108349.16	1583	4070	750	2073
ENSG00000108352.12	101	473	63	313
ENSG00000108370.16	77	22	61	518
ENSG00000108375.12	212	395	175	270
ENSG00000108379.9	94	8	8	125
ENSG00000108384.14	158	246	141	242
ENSG00000108387.14	12	10	14	41
ENSG00000108389.9	1680	861	946	1578
ENSG00000108395.13	635	615	417	1003
ENSG00000108405.3	2	3	3	20
ENSG00000108406.9	977	1201	423	996
ENSG00000108423.14	85	103	95	120
ENSG00000108424.9	3678	4514	2432	5781
ENSG00000108433.16	624	257	512	1051
ENSG00000108439.10	432	282	566	663
ENSG00000108443.13	433	936	608	727
ENSG00000108448.21	103	48	60	409
ENSG00000108465.14	1382	608	3209	2914
ENSG00000108468.14	2287	900	1018	1467
ENSG00000108469.14	912	787	664	1829
ENSG00000108474.16	133	129	70	375
ENSG00000108479.11	152	301	112	239
ENSG00000108506.12	316	502	214	284
ENSG00000108509.20	523	264	871	1437
ENSG00000108510.9	1585	1605	1212	1818
ENSG00000108511.9	907	16	144	89
ENSG00000108515.17	78	44	40	493
ENSG00000108518.7	5254	4064	6070	10648
ENSG00000108523.15	1296	926	1194	2207
ENSG00000108528.13	523	525	701	1070
ENSG00000108551.4	44	32	69	27
ENSG00000108556.8	42	12	119	71
ENSG00000108557.18	2487	3316	1590	3924
ENSG00000108559.11	649	490	339	863
ENSG00000108561.8	729	1533	918	1361
ENSG00000108576.9	17	2	1	2
ENSG00000108578.14	472	263	162	438
ENSG00000108582.11	1350	738	790	1893
ENSG00000108587.15	1002	629	493	1099
ENSG00000108588.13	2257	3673	2516	2715
ENSG00000108590.10	58	90	60	127
ENSG00000108591.9	322	304	250	904
ENSG00000108592.16	1558	1666	809	1337
ENSG00000108599.14	533	269	332	782
ENSG00000108602.17	14	6	17	243
ENSG00000108604.15	1802	972	1621	1755
ENSG00000108622.10	13	45	10	83
ENSG00000108639.7	1577	1887	1424	2933
ENSG00000108641.15	78	110	233	555
ENSG00000108651.9	713	456	466	832
ENSG00000108654.14	16002	15139	12068	20770
ENSG00000108666.9	256	217	99	654
ENSG00000108669.16	787	622	250	928
ENSG00000108671.10	1576	716	741	2728
ENSG00000108679.12	4430	6280	6179	10591
ENSG00000108684.14	1	22	94	11
ENSG00000108688.11	3	1	1	1
ENSG00000108691.9	197	34	54	134
ENSG00000108700.4	8	0	3	1
ENSG00000108733.9	79	33	43	112
ENSG00000108771.12	93	113	131	329
ENSG00000108773.10	1107	3655	1231	2495
ENSG00000108774.14	1486	2000	890	2195
ENSG00000108784.9	270	820	152	1269
ENSG00000108785.7	0	2	0	4
ENSG00000108786.10	257	132	205	210
ENSG00000108788.11	407	870	483	714
ENSG00000108797.11	151	63	68	274
ENSG00000108798.8	35	39	24	36
ENSG00000108799.12	615	1212	538	1075
ENSG00000108813.10	110	17	48	115
ENSG00000108819.10	2264	302	1227	1051
ENSG00000108821.13	2649	83	841	3375
ENSG00000108825.17	4	0	0	8
ENSG00000108826.15	546	543	446	644
ENSG00000108828.15	2510	3328	1203	5833
ENSG00000108829.9	2410	2645	2299	4132
ENSG00000108830.9	142	18	37	80
ENSG00000108839.11	27	2	3	10
ENSG00000108840.15	1332	526	458	1770
ENSG00000108846.15	107	55	441	333
ENSG00000108848.15	3430	6120	4624	6222
ENSG00000108852.14	34	173	42	200
ENSG00000108854.15	857	801	414	632
ENSG00000108861.8	1512	2955	777	2586
ENSG00000108878.4	17	11	1	1
ENSG00000108883.12	2188	2455	844	2306
ENSG00000108924.13	6	15	4	8
ENSG00000108932.11	12	30	136	74
ENSG00000108946.14	5393	2993	2772	5125
ENSG00000108947.4	289	42	39	149
ENSG00000108950.11	309	349	466	586
ENSG00000108953.16	5213	5744	5134	9887
ENSG00000108958.4	0	2	1	2
ENSG00000108960.8	939	272	267	121
ENSG00000108961.13	152	131	152	418
ENSG00000108963.17	234	306	287	576
ENSG00000108984.14	282	259	72	342
ENSG00000109016.17	273	214	219	368
ENSG00000109046.14	3150	1842	1716	3809
ENSG00000109062.11	998	619	504	1518
ENSG00000109063.14	37	91	19	170
ENSG00000109065.11	873	606	437	904
ENSG00000109066.13	550	184	187	470
ENSG00000109072.13	15	8	3	29
ENSG00000109079.9	1423	479	464	1527
ENSG00000109083.13	169	145	331	610
ENSG00000109084.13	468	417	324	517
ENSG00000109089.7	2341	3518	920	1068
ENSG00000109099.14	45	70	43	252
ENSG00000109101.7	14	2	1	35
ENSG00000109103.11	414	212	334	723
ENSG00000109107.13	360	137	612	391
ENSG00000109111.14	1652	1118	1365	2871
ENSG00000109113.19	1371	778	888	1969
ENSG00000109118.13	1119	550	962	1670
ENSG00000109133.12	1263	1173	800	1173
ENSG00000109171.14	891	571	491	691
ENSG00000109180.14	1416	1863	1177	1585
ENSG00000109182.11	0	10	0	0
ENSG00000109184.14	304	387	552	687
ENSG00000109189.12	233	268	243	482
ENSG00000109193.11	3	5	0	1
ENSG00000109220.10	126	66	128	192
ENSG00000109255.11	142	795	53	1603
ENSG00000109265.14	208	150	26	136
ENSG00000109270.12	775	330	544	707
ENSG00000109320.11	352	478	225	728
ENSG00000109321.10	77	62	80	219
ENSG00000109323.9	369	533	326	650
ENSG00000109332.19	2535	2050	2934	4363
ENSG00000109339.21	22	16	20	3
ENSG00000109381.19	428	351	314	594
ENSG00000109390.11	237	217	533	439
ENSG00000109424.3	0	0	1	2
ENSG00000109436.7	761	455	450	551
ENSG00000109445.10	241	352	699	499
ENSG00000109452.12	106	210	85	143
ENSG00000109458.8	236	64	125	209
ENSG00000109466.13	228	198	368	242
ENSG00000109472.13	776	135	497	420
ENSG00000109475.16	2481	6099	5296	6397
ENSG00000109501.13	682	475	298	1248
ENSG00000109519.12	335	852	252	398
ENSG00000109534.16	319	389	313	699
ENSG00000109536.11	199	149	289	328
ENSG00000109572.13	931	626	897	797
ENSG00000109576.13	110	20	27	53
ENSG00000109586.11	471	393	615	1060
ENSG00000109606.12	2583	3931	1731	2624
ENSG00000109610.5	126	58	7	162
ENSG00000109618.11	178	200	90	151
ENSG00000109625.18	4	0	5	102
ENSG00000109654.14	633	329	528	784
ENSG00000109667.11	23	19	49	75
ENSG00000109670.14	251	159	296	190
ENSG00000109674.3	25	48	25	86
ENSG00000109680.10	93	86	42	137
ENSG00000109685.17	1386	2916	515	2024
ENSG00000109686.17	534	568	509	908
ENSG00000109689.15	188	301	259	329
ENSG00000109736.14	1725	2032	729	1008
ENSG00000109738.10	77	90	43	111
ENSG00000109743.10	32	7	26	26
ENSG00000109756.9	679	260	524	865
ENSG00000109758.8	97	4	0	49
ENSG00000109762.15	184	165	155	196
ENSG00000109771.15	34	41	31	42
ENSG00000109775.10	179	123	193	288
ENSG00000109787.12	1730	1409	854	1199
ENSG00000109790.16	212	374	245	302
ENSG00000109794.13	38	50	80	50
ENSG00000109805.9	165	525	140	379
ENSG00000109814.11	852	488	1189	679
ENSG00000109819.8	76	38	21	0
ENSG00000109832.13	18	2	0	72
ENSG00000109846.7	274	102	4812	6750
ENSG00000109854.13	469	451	341	1281
ENSG00000109861.15	465	2670	589	1255
ENSG00000109881.16	210	364	73	632
ENSG00000109906.13	0	338	50	55
ENSG00000109911.18	149	155	141	214
ENSG00000109917.10	725	1741	838	1083
ENSG00000109919.9	1033	1291	1078	1161
ENSG00000109920.12	2542	2437	1698	1731
ENSG00000109927.10	34	23	24	34
ENSG00000109929.9	465	503	989	466
ENSG00000109943.8	1	4	2	1
ENSG00000109944.10	46	17	4	24
ENSG00000109956.12	1	0	108	1
ENSG00000109971.13	13318	13399	13675	12740
ENSG00000110002.15	69	193	121	286
ENSG00000110011.13	397	247	620	370
ENSG00000110013.12	280	270	527	726
ENSG00000110025.12	56	51	56	39
ENSG00000110031.12	81	142	52	71
ENSG00000110042.7	1910	2925	1538	1324
ENSG00000110046.12	806	663	825	1048
ENSG00000110047.17	1509	884	931	1003
ENSG00000110048.11	1360	1337	1143	1267
ENSG00000110057.7	1304	1877	900	677
ENSG00000110060.8	134	57	158	133
ENSG00000110063.9	128	136	208	156
ENSG00000110066.14	1435	927	938	1051
ENSG00000110074.10	361	345	688	651
ENSG00000110075.14	1920	1743	1662	1639
ENSG00000110076.18	6	4	1	18
ENSG00000110077.14	74	62	51	62
ENSG00000110079.17	91	40	44	57
ENSG00000110080.18	178	236	268	352
ENSG00000110090.12	1516	3589	2411	1416
ENSG00000110092.3	7923	6110	9466	3247
ENSG00000110104.12	279	569	282	612
ENSG00000110107.8	1486	2226	1417	2264
ENSG00000110108.9	1115	1215	1153	774
ENSG00000110148.9	12	3	0	0
ENSG00000110169.10	17	9	4	21
ENSG00000110171.19	205	177	173	489
ENSG00000110172.11	614	950	2570	1048
ENSG00000110195.12	1188	3488	1642	3914
ENSG00000110200.8	274	787	583	464
ENSG00000110203.8	55	8	165	84
ENSG00000110218.8	375	414	184	345
ENSG00000110237.4	2477	2380	2003	1511
ENSG00000110274.15	744	1288	895	2115
ENSG00000110315.6	975	597	352	764
ENSG00000110318.13	77	157	12	77
ENSG00000110321.16	16955	8557	6732	22941
ENSG00000110324.10	141	41	74	144
ENSG00000110328.5	33	49	80	523
ENSG00000110330.8	1129	1361	862	790
ENSG00000110344.9	1044	647	1379	1276
ENSG00000110367.12	2934	1709	2580	2545
ENSG00000110375.2	53	0	23	16
ENSG00000110395.6	1054	370	819	969
ENSG00000110400.10	443	148	358	390
ENSG00000110422.11	1476	1591	1492	2621
ENSG00000110427.15	13	4	0	37
ENSG00000110429.13	678	501	465	841
ENSG00000110435.11	728	549	667	701
ENSG00000110436.12	2	2	0	3
ENSG00000110442.11	433	496	396	739
ENSG00000110446.10	381	44	62	250
ENSG00000110455.13	515	560	824	776
ENSG00000110484.6	0	6	4	1
ENSG00000110492.15	6120	8142	430	3292
ENSG00000110497.14	741	659	352	640
ENSG00000110514.19	900	843	629	613
ENSG00000110536.13	257	415	285	340
ENSG00000110583.12	820	1090	704	949
ENSG00000110619.17	1140	664	793	2789
ENSG00000110628.14	457	144	362	703
ENSG00000110651.11	8182	6932	3503	5972
ENSG00000110660.14	667	1503	389	372
ENSG00000110665.11	13	24	0	3
ENSG00000110680.12	10	0	1	65
ENSG00000110693.17	436	45	88	993
ENSG00000110696.9	3790	3320	1872	4381
ENSG00000110697.12	1776	1082	992	902
ENSG00000110700.6	3267	8664	4984	9898
ENSG00000110711.9	644	585	788	725
ENSG00000110713.16	2200	1974	950	2767
ENSG00000110717.12	695	1063	1347	1160
ENSG00000110719.9	1562	692	628	414
ENSG00000110721.11	1047	2078	556	1182
ENSG00000110723.11	332	837	175	159
ENSG00000110756.17	603	274	180	432
ENSG00000110768.11	712	546	344	837
ENSG00000110777.11	0	41	5	4
ENSG00000110799.13	34	61	15	134
ENSG00000110801.13	381	371	452	794
ENSG00000110811.19	273	4	530	188
ENSG00000110841.13	4519	2088	2054	5512
ENSG00000110844.13	981	332	892	1201
ENSG00000110848.8	16	18	9	9
ENSG00000110851.11	1244	543	421	1400
ENSG00000110852.4	21	38	9	128
ENSG00000110871.14	390	504	210	555
ENSG00000110876.9	37	55	20	99
ENSG00000110880.10	1247	1202	730	2331
ENSG00000110881.11	6	31	23	78
ENSG00000110888.17	831	594	587	943
ENSG00000110900.14	3	9	3	6
ENSG00000110906.12	1753	1096	1152	2407
ENSG00000110911.15	2331	1188	1416	2132
ENSG00000110917.7	6040	3959	5240	9636
ENSG00000110921.13	230	295	287	458
ENSG00000110925.6	1473	579	447	1080
ENSG00000110931.18	1083	996	1001	1958
ENSG00000110934.10	24	29	25	19
ENSG00000110944.8	187	27	0	23
ENSG00000110955.8	9869	14624	11217	17569
ENSG00000110958.15	6244	4829	3589	7388
ENSG00000110975.8	64	0	1	0
ENSG00000110987.8	914	281	466	994
ENSG00000111011.17	1980	2131	2524	2527
ENSG00000111012.9	16	28	29	36
ENSG00000111052.7	5	3	1	5
ENSG00000111057.10	12332	61894	11434	33410
ENSG00000111058.7	391	290	621	1440
ENSG00000111077.17	442	331	417	795
ENSG00000111110.11	434	472	310	1530
ENSG00000111142.13	1458	1577	1052	2725
ENSG00000111144.9	2347	2569	1311	3752
ENSG00000111145.7	1967	415	602	848
ENSG00000111181.12	193	103	964	1739
ENSG00000111186.12	5	14	20	81
ENSG00000111196.9	219	143	157	356
ENSG00000111199.10	95	29	41	233
ENSG00000111203.12	545	1086	786	1188
ENSG00000111206.12	430	1475	475	1933
ENSG00000111215.12	8	6	3	26
ENSG00000111218.11	0	0	0	6
ENSG00000111224.13	233	247	59	508
ENSG00000111229.15	3866	2491	2677	3994
ENSG00000111231.8	437	303	258	558
ENSG00000111237.18	1100	1181	1044	2183
ENSG00000111245.14	2	0	0	21
ENSG00000111247.14	184	389	96	553
ENSG00000111252.10	361	71	305	480
ENSG00000111254.7	33	243	1	74
ENSG00000111261.13	433	71	39	629
ENSG00000111266.8	1331	482	288	2200
ENSG00000111269.2	344	422	258	552
ENSG00000111271.14	624	1332	696	1169
ENSG00000111275.12	394	386	1700	798
ENSG00000111276.10	1001	997	735	2672
ENSG00000111291.8	4	5	0	3
ENSG00000111300.9	1150	1117	1234	1435
ENSG00000111319.12	3019	13134	5720	8213
ENSG00000111321.10	2038	2069	1685	3768
ENSG00000111325.16	78	76	169	215
ENSG00000111328.6	1227	948	719	2131
ENSG00000111331.12	828	878	919	1067
ENSG00000111335.12	273	119	241	238
ENSG00000111341.9	3	177	6	8
ENSG00000111344.11	671	637	1660	1199
ENSG00000111348.8	386	656	273	555
ENSG00000111358.13	742	729	605	1061
ENSG00000111361.12	926	838	790	1567
ENSG00000111364.15	689	764	1123	1191
ENSG00000111371.15	12567	5362	4413	8727
ENSG00000111405.8	128	250	16	49
ENSG00000111412.5	1716	1061	1054	2111
ENSG00000111424.10	99	273	159	52
ENSG00000111432.4	69	127	36	228
ENSG00000111445.13	425	434	379	648
ENSG00000111450.13	155	190	346	510
ENSG00000111452.12	19	18	16	89
ENSG00000111481.9	2037	2093	1523	3020
ENSG00000111490.13	25	15	57	36
ENSG00000111530.12	3015	2232	1979	3390
ENSG00000111540.15	5389	2209	2323	3528
ENSG00000111554.14	332	193	215	430
ENSG00000111581.9	1369	1288	713	2364
ENSG00000111596.12	1497	1182	1005	2089
ENSG00000111602.11	1149	989	525	1897
ENSG00000111605.17	2079	2010	1540	2995
ENSG00000111615.13	1537	1034	723	1741
ENSG00000111639.7	866	1311	1043	2268
ENSG00000111640.14	24904	45750	53289	71183
ENSG00000111641.11	186	240	169	461
ENSG00000111642.15	1108	781	801	2142
ENSG00000111644.7	36	57	17	93
ENSG00000111647.12	231	285	163	425
ENSG00000111652.9	703	914	851	1457
ENSG00000111653.19	527	650	391	1154
ENSG00000111664.10	12	10	107	42
ENSG00000111665.11	148	394	159	761
ENSG00000111666.10	180	383	388	662
ENSG00000111667.13	1502	1616	1751	3014
ENSG00000111669.14	6045	9892	10126	12674
ENSG00000111670.15	977	455	763	1376
ENSG00000111671.9	100	67	118	317
ENSG00000111674.8	1044	1942	880	2959
ENSG00000111676.14	3410	2903	2985	9699
ENSG00000111678.10	451	595	250	1382
ENSG00000111679.16	881	373	539	1197
ENSG00000111684.10	802	355	578	1728
ENSG00000111696.11	583	411	195	460
ENSG00000111700.12	3	190	3	6
ENSG00000111707.11	2007	1319	1861	2964
ENSG00000111711.9	1044	543	650	1650
ENSG00000111716.12	1358	5845	1329	3298
ENSG00000111725.10	886	467	608	866
ENSG00000111726.12	856	768	582	1105
ENSG00000111727.11	168	112	139	290
ENSG00000111728.10	1	2	0	37
ENSG00000111729.14	1	0	2	0
ENSG00000111731.12	1006	960	641	1288
ENSG00000111737.11	1709	859	934	1631
ENSG00000111752.10	882	570	288	1601
ENSG00000111775.2	2550	3499	5368	4283
ENSG00000111785.19	390	445	259	587
ENSG00000111786.8	3260	2380	3425	4153
ENSG00000111788.10	161	308	75	292
ENSG00000111790.13	624	439	589	750
ENSG00000111799.20	2379	1415	1102	4079
ENSG00000111801.15	420	100	355	684
ENSG00000111802.13	501	218	690	630
ENSG00000111816.7	492	563	716	770
ENSG00000111817.17	197	71	149	197
ENSG00000111832.12	233	290	566	571
ENSG00000111834.12	35	57	16	29
ENSG00000111837.11	93	84	19	21
