Ensembl Gene Record	A778_D0_gene	A820_D0_gene	A870_D0_gene	A899_D0_gene
ENSG00000198740.8	347	559	624	695
ENSG00000198742.9	1236	980	585	1127
ENSG00000198743.6	863	735	935	890
ENSG00000198744.5	44	105	37	140
ENSG00000198746.12	167	202	134	314
ENSG00000198752.10	2309	2284	3134	4597
ENSG00000198753.11	61	59	124	350
ENSG00000198754.5	4	2	0	13
ENSG00000198755.10	6312	10548	6834	14914
ENSG00000198756.11	23	13	35	262
ENSG00000198758.10	1	17	0	1
ENSG00000198759.11	134	33	63	123
ENSG00000198763.3	54104	72148	97486	160137
ENSG00000198765.11	2	2	1	0
ENSG00000198768.10	3	1	1	3
ENSG00000198771.10	18	27	12	23
ENSG00000198774.4	131	753	24	195
ENSG00000198780.11	83	236	17	137
ENSG00000198783.5	245	110	91	296
ENSG00000198785.4	5	2	0	0
ENSG00000198786.2	34192	49907	66048	85383
ENSG00000198788.8	1	4	3	4
ENSG00000198791.11	2622	2376	770	1385
ENSG00000198792.12	492	544	1092	1381
ENSG00000198793.12	1189	1446	1361	2429
ENSG00000198794.11	317	116	295	721
ENSG00000198795.10	0	2	6	492
ENSG00000198796.6	4	1	1	23
ENSG00000198799.11	460	534	568	779
ENSG00000198804.2	106675	181109	113592	294607
ENSG00000198805.11	478	567	197	1172
ENSG00000198807.12	1	74	0	0
ENSG00000198814.12	49	100	56	84
ENSG00000198815.8	1058	1279	1360	2379
ENSG00000198816.6	1063	1093	192	1242
ENSG00000198818.9	813	438	441	796
ENSG00000198821.10	4	4	3	6
ENSG00000198824.6	503	573	202	628
ENSG00000198825.13	740	348	284	690
ENSG00000198826.10	313	717	476	868
ENSG00000198829.6	3	1	1	3
ENSG00000198830.10	1903	4504	2655	5637
ENSG00000198832.10	206	3	64	41
ENSG00000198833.6	2508	686	1142	2014
ENSG00000198835.3	127	34	136	69
ENSG00000198836.9	2719	1862	1888	3807
ENSG00000198837.9	1679	1141	1397	2522
ENSG00000198838.13	52	19	14	8
ENSG00000198839.9	263	297	185	328
ENSG00000198840.2	18808	29739	40053	49974
ENSG00000198841.3	65	54	55	142
ENSG00000198842.9	2	15	0	0
ENSG00000198843.12	980	784	1731	3151
ENSG00000198844.11	9	1	1	24
ENSG00000198846.5	49	13	7	242
ENSG00000198848.12	5	0	0	10
ENSG00000198851.9	1	7	4	1
ENSG00000198853.11	303	298	366	324
ENSG00000198855.6	167	37	85	223
ENSG00000198856.12	1000	607	960	1603
ENSG00000198858.9	458	451	426	883
ENSG00000198860.12	589	430	602	1962
ENSG00000198862.13	701	812	766	629
ENSG00000198863.7	673	1124	221	588
ENSG00000198865.9	32	74	70	83
ENSG00000198868.3	3	1	3	9
ENSG00000198870.7	6	31	4	13
ENSG00000198873.11	40	10	47	98
ENSG00000198874.12	507	449	394	516
ENSG00000198876.12	1171	1235	1225	986
ENSG00000198879.11	12	36	16	28
ENSG00000198881.9	5	2	3	9
ENSG00000198883.11	0	1	0	28
ENSG00000198885.9	6	2	5	46
ENSG00000198886.2	56844	123334	117113	147902
ENSG00000198887.8	1370	1633	1524	759
ENSG00000198888.2	58732	46545	65339	129572
ENSG00000198889.4	18	2	33	13
ENSG00000198890.8	2535	365	552	629
ENSG00000198892.6	285	88	160	296
ENSG00000198894.7	714	611	565	802
ENSG00000198898.13	1640	1957	1275	2379
ENSG00000198899.2	27885	70372	47234	80103
ENSG00000198900.5	3464	1970	2879	1963
ENSG00000198901.13	98	133	61	335
ENSG00000198908.11	60	117	70	296
ENSG00000198909.7	642	684	518	874
ENSG00000198910.13	3570	462	5481	12943
ENSG00000198911.11	1091	2590	1664	1638
ENSG00000198912.10	322	467	296	625
ENSG00000198915.11	588	355	463	520
ENSG00000198917.12	467	655	322	490
ENSG00000198918.7	2073	8267	5072	9328
ENSG00000198919.12	267	329	207	861
ENSG00000198920.9	439	420	203	704
ENSG00000198924.7	385	236	247	576
ENSG00000198925.11	756	613	544	790
ENSG00000198929.12	85	93	57	52
ENSG00000198930.12	41	0	0	3
ENSG00000198931.10	481	921	1193	1079
ENSG00000198932.12	89	103	9	305
ENSG00000198933.9	113	198	69	258
ENSG00000198934.4	41	11	26	82
ENSG00000198937.8	353	98	306	305
ENSG00000198938.2	39566	106766	49156	150359
ENSG00000198939.7	66	7	21	30
ENSG00000198944.5	22	20	28	36
ENSG00000198945.7	264	115	160	350
ENSG00000198947.15	102	239	29	875
ENSG00000198948.11	68	6	83	56
ENSG00000198951.11	481	166	371	649
ENSG00000198952.8	3655	2474	2490	7307
ENSG00000198954.7	533	183	476	1153
ENSG00000198959.11	5146	690	8319	2337
ENSG00000198960.10	149	246	131	699
ENSG00000198961.9	1811	1461	641	2901
ENSG00000198964.13	510	329	274	778
ENSG00000200087.1	1	2	0	8
ENSG00000202058.1	0	1	2	4
ENSG00000203279.3	1	4	0	2
ENSG00000203280.4	2	3	1	5
ENSG00000203288.3	32	26	21	66
ENSG00000203326.11	329	211	228	184
ENSG00000203327.2	8	5	0	3
ENSG00000203392.3	31	7	4	46
ENSG00000203435.2	5	2	13	6
ENSG00000203441.2	1	2	3	4
ENSG00000203446.2	1	2	1	0
ENSG00000203485.12	4547	6820	1601	5389
ENSG00000203497.2	4	13	3	32
ENSG00000203499.11	745	683	819	252
ENSG00000203546.7	9	18	4	7
ENSG00000203585.4	0	0	1	1
ENSG00000203635.2	100	99	65	36
ENSG00000203644.3	30	91	45	335
ENSG00000203645.2	23	26	10	11
ENSG00000203650.8	23	13	5	31
ENSG00000203666.12	141	351	188	362
ENSG00000203667.9	739	865	1010	1349
ENSG00000203668.2	365	488	577	512
ENSG00000203684.5	1	0	0	3
ENSG00000203685.9	7	9	4	39
ENSG00000203688.5	4	2	0	17
ENSG00000203697.11	41	143	16	48
ENSG00000203705.10	200	98	132	146
ENSG00000203706.8	17	62	24	53
ENSG00000203709.11	230	165	97	93
ENSG00000203710.11	92	135	28	19
ENSG00000203711.13	2	5	4	9
ENSG00000203722.7	1	3	9	9
ENSG00000203724.10	14	30	44	66
ENSG00000203727.3	16	10	136	5
ENSG00000203734.11	6	7	2	0
ENSG00000203739.3	9	2	13	26
ENSG00000203747.10	431	162	411	329
ENSG00000203760.8	42	70	104	281
ENSG00000203761.5	31	24	35	92
ENSG00000203772.7	19	21	36	22
ENSG00000203778.7	90	38	138	180
ENSG00000203780.10	195	40	19	48
ENSG00000203791.14	210	142	277	389
ENSG00000203797.9	0	8	5	64
ENSG00000203799.12	19	14	272	280
ENSG00000203801.8	9	0	2	0
ENSG00000203804.4	87	30	47	62
ENSG00000203805.10	0	6	43	31
ENSG00000203808.11	1	0	2	4
ENSG00000203812.2	5	6	3	16
ENSG00000203814.6	45	91	91	258
ENSG00000203865.9	9	13	10	19
ENSG00000203867.7	6	10	1	32
ENSG00000203872.6	8	8	9	23
ENSG00000203875.11	587	872	991	1628
ENSG00000203876.9	9	10	2	9
ENSG00000203879.11	1664	4048	4477	3807
ENSG00000203880.11	2573	1068	2188	1982
ENSG00000203883.6	106	2	33	88
ENSG00000203896.9	81	268	63	239
ENSG00000203907.9	0	0	2	83
ENSG00000203914.4	0	0	0	9
ENSG00000203930.11	4	3	15	10
ENSG00000203942.4	0	0	1	5
ENSG00000203943.8	12	8	16	33
ENSG00000203950.6	293	822	770	948
ENSG00000203952.9	1	64	5	6
ENSG00000203965.12	135	199	63	249
ENSG00000203985.10	190	120	8	236
ENSG00000203993.4	99	176	227	278
ENSG00000203995.9	25	4	97	105
ENSG00000203999.8	13	11	12	45
ENSG00000204022.9	1	2	2	6
ENSG00000204044.6	1	1	2	5
ENSG00000204052.4	67	69	6	60
ENSG00000204054.13	1896	11149	628	2799
ENSG00000204055.4	77	119	51	83
ENSG00000204060.7	259	57	304	572
ENSG00000204065.2	4	3	1	331
ENSG00000204070.9	796	509	1046	974
ENSG00000204072.3	1	0	0	6
ENSG00000204084.12	197	278	320	674
ENSG00000204086.4	0	1	2	3
ENSG00000204091.7	2	0	6	14
ENSG00000204099.11	39	23	27	115
ENSG00000204103.3	699	204	454	432
ENSG00000204104.11	567	598	466	666
ENSG00000204116.11	216	247	196	737
ENSG00000204118.2	9	0	0	80
ENSG00000204120.14	1544	1939	1615	1789
ENSG00000204128.5	19	67	32	27
ENSG00000204130.13	476	150	356	714
ENSG00000204131.9	46	124	3	44
ENSG00000204136.10	5	0	3	15
ENSG00000204138.12	1750	1414	908	1482
ENSG00000204147.10	109	37	61	201
ENSG00000204149.10	492	180	489	849
ENSG00000204152.10	316	94	254	488
ENSG00000204160.11	433	446	324	405
ENSG00000204161.13	4	20	8	49
ENSG00000204172.12	265	130	266	680
ENSG00000204175.5	73	29	80	637
ENSG00000204176.13	0	1	0	8
ENSG00000204177.10	129	48	195	269
ENSG00000204178.10	729	440	652	685
ENSG00000204179.10	25	1	74	170
ENSG00000204186.8	3	281	1	2
ENSG00000204194.1	1	4	6	7
ENSG00000204195.3	0	0	0	1
ENSG00000204209.12	806	284	594	1199
ENSG00000204217.13	3051	1282	1314	1440
ENSG00000204219.10	327	363	428	989
ENSG00000204220.11	646	408	822	1334
ENSG00000204227.4	944	646	1026	2257
ENSG00000204228.3	133	163	219	346
ENSG00000204231.10	887	509	1258	1589
ENSG00000204237.4	191	262	173	565
ENSG00000204241.7	14	0	6	12
ENSG00000204248.10	210	18	32	1141
ENSG00000204252.13	21	84	70	1052
ENSG00000204253.4	26	32	28	57
ENSG00000204256.12	5546	1871	3850	5609
ENSG00000204257.14	114	178	305	1528
ENSG00000204261.8	27	19	52	95
ENSG00000204262.12	490	97	143	506
ENSG00000204264.9	425	370	776	931
ENSG00000204267.13	367	130	452	734
ENSG00000204271.12	209	321	295	603
ENSG00000204272.12	247	274	26	623
ENSG00000204277.1	0	1	16	123
ENSG00000204282.4	457	245	145	720
ENSG00000204287.13	633	1072	1617	4786
ENSG00000204291.10	27	20	8	17
ENSG00000204301.6	14	11	16	35
ENSG00000204304.11	3199	477	2221	5539
ENSG00000204305.13	148	33	58	283
ENSG00000204308.7	935	686	1079	1881
ENSG00000204310.12	1048	437	1055	1920
ENSG00000204311.13	85	121	30	164
ENSG00000204314.11	15	14	26	27
ENSG00000204315.3	75	50	113	181
ENSG00000204316.12	166	158	120	289
ENSG00000204323.5	215	19	40	82
ENSG00000204334.7	5	8	14	19
ENSG00000204335.3	4	22	3	45
ENSG00000204338.8	3	8	106	125
ENSG00000204344.14	247	115	236	533
ENSG00000204348.9	324	137	554	643
ENSG00000204351.11	1084	572	1241	1767
ENSG00000204356.13	949	544	860	1664
ENSG00000204362.6	1	1	4	4
ENSG00000204366.3	235	98	144	441
ENSG00000204370.10	845	2517	1904	1133
ENSG00000204371.11	1741	1007	1478	3201
ENSG00000204380.4	3	10	13	0
ENSG00000204381.11	235	81	73	208
ENSG00000204385.11	1669	1785	1529	732
ENSG00000204386.10	1682	640	1521	3069
ENSG00000204387.13	1707	768	3809	5161
ENSG00000204388.6	5632	645	3510	3871
ENSG00000204389.9	165	13	3287	4542
ENSG00000204390.9	35	8	21	62
ENSG00000204392.10	454	190	353	415
ENSG00000204394.12	1611	566	1275	2189
ENSG00000204396.10	212	23	71	241
ENSG00000204397.7	32	31	64	73
ENSG00000204406.13	398	195	352	322
ENSG00000204410.14	119	91	85	165
ENSG00000204420.9	21	5	6	10
ENSG00000204421.2	101	13	14	96
ENSG00000204427.11	301	65	131	296
ENSG00000204428.12	12	4	2	22
ENSG00000204435.13	680	331	759	1248
ENSG00000204438.10	318	113	217	424
ENSG00000204439.3	551	225	325	672
ENSG00000204442.3	1	0	3	0
ENSG00000204444.10	4	6	13	53
ENSG00000204446.4	5	1	1	12
ENSG00000204460.3	64	0	10	3
ENSG00000204463.12	4855	2090	3212	6009
ENSG00000204469.12	5578	3076	4519	8747
ENSG00000204472.12	96	43	76	67
ENSG00000204482.10	23	7	24	24
ENSG00000204498.10	404	223	423	620
ENSG00000204514.9	256	105	216	601
ENSG00000204516.9	81	9	256	197
ENSG00000204518.2	2	10	0	1
ENSG00000204519.10	174	137	134	593
ENSG00000204520.12	158	121	204	195
ENSG00000204524.6	47	26	36	153
ENSG00000204525.16	4906	784	12300	9850
ENSG00000204528.3	0	59	6	17
ENSG00000204529.4	0	0	0	2
ENSG00000204531.17	14	1017	421	719
ENSG00000204536.13	406	173	502	808
ENSG00000204538.3	4	3	1	4
ENSG00000204539.3	17	7	21	347
ENSG00000204540.10	56	28	80	596
ENSG00000204542.2	3	7	40	39
ENSG00000204544.5	7	14	33	0
ENSG00000204560.9	815	571	566	1483
ENSG00000204564.11	321	146	337	443
ENSG00000204568.11	596	498	687	978
ENSG00000204569.9	938	1112	1231	1328
ENSG00000204572.9	6	9	6	2
ENSG00000204574.12	2024	787	1309	2482
ENSG00000204576.11	208	126	181	353
ENSG00000204577.11	36	21	21	13
ENSG00000204580.13	6478	3274	6260	8657
ENSG00000204581.2	1	1	0	6
ENSG00000204584.1	7	20	18	54
ENSG00000204588.5	12	155	29	147
ENSG00000204590.12	1453	480	1019	2423
ENSG00000204592.8	3450	2291	2526	5934
ENSG00000204599.14	381	91	265	647
ENSG00000204603.6	29	3	6	22
ENSG00000204604.10	550	142	230	165
ENSG00000204610.12	3	62	16	19
ENSG00000204611.6	200	66	99	82
ENSG00000204613.10	3	12	3	7
ENSG00000204616.10	1	1	2	1
ENSG00000204618.8	32	25	22	69
ENSG00000204619.7	1336	448	1186	1526
ENSG00000204620.3	1	1	2	3
ENSG00000204622.11	4	0	4	7
ENSG00000204623.9	175	86	215	430
ENSG00000204624.7	6	3	1	1
ENSG00000204628.11	5719	24920	29103	19250
ENSG00000204632.11	96	1	90	16
ENSG00000204634.12	1092	514	551	997
ENSG00000204642.13	149	90	360	554
ENSG00000204644.9	6	0	5	8
ENSG00000204650.14	247	445	186	329
ENSG00000204653.9	0	0	6	0
ENSG00000204661.9	2	3	2	2
ENSG00000204673.10	629	355	618	1032
ENSG00000204677.10	7	4	2	50
ENSG00000204681.10	1138	22	570	671
ENSG00000204682.5	107	10	513	3402
ENSG00000204685.6	60	40	64	163
ENSG00000204706.14	17	11	24	8
ENSG00000204710.2	17	0	0	0
ENSG00000204711.8	5	6	1	1
ENSG00000204713.10	1488	627	963	2174
ENSG00000204740.10	1	0	4	3
ENSG00000204745.4	29	36	33	39
ENSG00000204758.7	15	5	15	86
ENSG00000204764.13	69	80	109	146
ENSG00000204778.4	8	4	13	0
ENSG00000204789.4	92	26	81	88
ENSG00000204791.10	2	19	2	0
ENSG00000204792.2	3	0	8	7
ENSG00000204802.3	3	1	11	3
ENSG00000204815.9	80	94	25	49
ENSG00000204822.6	68	77	86	175
ENSG00000204839.8	1997	2296	1211	541
ENSG00000204842.15	967	685	1023	1799
ENSG00000204843.12	4019	1819	1356	3947
ENSG00000204850.4	2	1	11	2
ENSG00000204851.6	68	10	46	38
ENSG00000204852.15	652	481	319	1258
ENSG00000204856.11	44	232	95	197
ENSG00000204859.12	260	400	507	520
ENSG00000204860.4	7	22	97	2
ENSG00000204866.8	1	2	13	1
ENSG00000204869.8	0	2	18	5
ENSG00000204876.4	1	0	2	2
ENSG00000204882.3	22	7	7	18
ENSG00000204899.5	404	662	428	453
ENSG00000204920.10	107	9	187	200
ENSG00000204922.4	194	648	379	286
ENSG00000204923.3	43	40	29	33
ENSG00000204934.10	35	18	50	109
ENSG00000204936.9	25	0	2	24
ENSG00000204946.9	776	773	470	1297
ENSG00000204947.8	133	28	111	191
ENSG00000204949.8	3	1	1	0
ENSG00000204950.3	138	46	18	31
ENSG00000204952.2	1	5	0	1
ENSG00000204954.9	196	166	139	343
ENSG00000204956.5	34	39	26	86
ENSG00000204959.4	202	117	263	859
ENSG00000204961.6	4	3	7	1
ENSG00000204962.5	7	2	3	30
ENSG00000204963.5	5	24	19	4
ENSG00000204965.8	32	0	30	0
ENSG00000204967.10	1	0	54	1
ENSG00000204969.6	5	5	3	0
ENSG00000204970.9	2	7	8	2
ENSG00000204977.9	416	355	209	252
ENSG00000204983.13	32	19	28	187
ENSG00000204991.10	610	196	162	919
ENSG00000205002.3	16	42	83	126
ENSG00000205038.11	6	442	22	6
ENSG00000205041.1	23	17	23	56
ENSG00000205045.8	1	2	0	5
ENSG00000205056.8	1	2	0	0
ENSG00000205060.10	257	174	130	467
ENSG00000205078.5	14	7	5	9
ENSG00000205084.10	374	307	100	172
ENSG00000205085.11	56	82	77	524
ENSG00000205089.7	35	1	21	9
ENSG00000205090.8	12	0	8	29
ENSG00000205100.2	2	5	2	2
ENSG00000205106.4	1	1	3	4
ENSG00000205111.8	5	0	0	0
ENSG00000205116.3	12	3	3	7
ENSG00000205129.8	20	54	31	35
ENSG00000205133.11	669	369	492	462
ENSG00000205138.3	94	42	91	371
ENSG00000205155.7	639	294	957	2137
ENSG00000205177.6	0	0	0	7
ENSG00000205181.5	24	44	21	362
ENSG00000205189.11	1913	1552	326	923
ENSG00000205208.4	120	168	218	194
ENSG00000205209.7	20	9	6	21
ENSG00000205212.4	32	6	0	4
ENSG00000205213.13	1315	1776	735	3411
ENSG00000205220.11	179	245	267	380
ENSG00000205221.12	1	0	3	5
ENSG00000205250.8	789	562	1075	1129
ENSG00000205268.10	589	579	417	988
ENSG00000205269.5	111	197	112	109
ENSG00000205277.9	7	1	12	202
ENSG00000205293.4	0	0	0	3
ENSG00000205302.6	1161	1441	1038	1726
ENSG00000205307.11	76	6	4	35
ENSG00000205309.13	21	46	6	65
ENSG00000205323.8	49	57	34	83
ENSG00000205325.1	8	3	7	13
ENSG00000205334.2	70	14	17	10
ENSG00000205336.11	2009	1660	7440	2926
ENSG00000205339.9	3148	4204	1965	5244
ENSG00000205352.10	1760	997	1163	1485
ENSG00000205356.9	557	329	586	640
ENSG00000205358.3	466	835	1598	53
ENSG00000205359.9	12	14	12	5
ENSG00000205362.11	8	0	53	2
ENSG00000205363.5	3	2	41	21
ENSG00000205364.3	117	101	748	14
ENSG00000205403.13	1122	439	135	899
ENSG00000205413.7	600	233	729	385
ENSG00000205420.10	311	114	949	2671
ENSG00000205423.11	135	100	147	141
ENSG00000205424.1	0	0	0	9
ENSG00000205426.10	99	31	55	42
ENSG00000205436.7	3	11	21	124
ENSG00000205444.3	7	6	1	34
ENSG00000205456.11	32	7	0	1
ENSG00000205464.12	104	131	64	85
ENSG00000205476.8	1080	1151	1505	2878
ENSG00000205482.9	7	6	23	16
ENSG00000205485.13	120	67	153	118
ENSG00000205488.8	20	4	2	11
ENSG00000205502.3	0	0	13	4
ENSG00000205517.12	2469	4472	762	3171
ENSG00000205531.12	2080	2470	1009	2862
ENSG00000205534.6	36	11	16	32
ENSG00000205542.10	17586	10803	8683	27618
ENSG00000205544.3	238	944	319	627
ENSG00000205559.4	3	4	4	24
ENSG00000205560.12	59	42	72	308
ENSG00000205571.13	56	1	102	193
ENSG00000205572.9	16	3	14	31
ENSG00000205578.5	28	8	6	2
ENSG00000205581.10	3729	5576	4305	6333
ENSG00000205583.13	23	21	280	102
ENSG00000205592.14	15	23	4	1
ENSG00000205593.11	206	211	108	282
ENSG00000205609.12	24	29	27	46
ENSG00000205611.4	40	16	12	47
ENSG00000205629.11	391	193	287	552
ENSG00000205632.3	55	14	7	14
ENSG00000205634.6	9	0	0	9
ENSG00000205639.10	2	3	8	9
ENSG00000205643.10	43	38	33	94
ENSG00000205659.10	208	202	170	409
ENSG00000205683.11	30	54	18	18
ENSG00000205702.10	24	7	8	12
ENSG00000205704.6	5	1	7	29
ENSG00000205707.10	264	192	350	273
ENSG00000205710.3	138	7	70	309
ENSG00000205726.14	1202	1010	932	1137
ENSG00000205730.6	1067	601	865	1852
ENSG00000205740.2	26	13	6	39
ENSG00000205744.9	134	346	83	63
ENSG00000205746.9	104	65	95	109
ENSG00000205754.11	0	11	0	0
ENSG00000205758.11	325	863	352	290
ENSG00000205763.13	83	47	40	206
ENSG00000205765.8	640	671	409	1036
ENSG00000205771.6	28	33	25	52
ENSG00000205790.1	7	4	6	1
ENSG00000205791.3	21	6	17	19
ENSG00000205795.4	5	0	19	1
ENSG00000205808.5	258	251	245	261
ENSG00000205822.10	0	0	4	7
ENSG00000205832.7	4	6	3	13
ENSG00000205835.8	13	20	7	8
ENSG00000205837.7	6	1	1	1
ENSG00000205838.14	17	9	11	41
ENSG00000205847.6	6	3	0	0
ENSG00000205853.10	12	35	8	12
ENSG00000205861.11	6	4	12	25
ENSG00000205863.10	37	3	4	14
ENSG00000205867.3	31	0	8	9
ENSG00000205869.2	2	1	1	12
ENSG00000205871.5	0	11	11	10
ENSG00000205885.7	188	213	61	614
ENSG00000205890.3	50	20	98	45
ENSG00000205903.6	2219	762	2733	2720
ENSG00000205913.6	35	143	33	163
ENSG00000205918.9	11	4	29	26
ENSG00000205923.3	25	41	34	24
ENSG00000205927.4	0	41	0	0
ENSG00000205930.8	7	7	11	21
ENSG00000205937.11	3123	1380	1885	3506
ENSG00000205940.8	4	10	5	11
ENSG00000205959.3	16	61	7	23
ENSG00000205978.5	1697	1256	615	1037
ENSG00000205981.7	719	331	666	1311
ENSG00000206013.2	1	33	11	0
ENSG00000206028.1	0	0	2	18
ENSG00000206052.10	8	1	0	1
ENSG00000206053.12	3240	2028	1890	2141
ENSG00000206069.6	3	1	0	3
ENSG00000206073.10	7	0	8	2
ENSG00000206075.13	91	8	19	192
ENSG00000206077.10	56	37	234	388
ENSG00000206113.10	23	59	6	4
ENSG00000206120.11	6	0	1	3
ENSG00000206127.10	0	5	1	4
ENSG00000206129.4	0	1	3	5
ENSG00000206140.10	25	12	77	53
ENSG00000206149.10	341	519	387	482
ENSG00000206150.3	0	3	0	4
ENSG00000206190.11	98	106	280	216
ENSG00000206195.10	402	332	432	395
ENSG00000206199.10	0	11	0	0
ENSG00000206203.4	1	0	4	1
ENSG00000206228.4	4	27	1	13
ENSG00000206249.3	0	0	0	0
ENSG00000206262.8	0	6	2	1
ENSG00000206337.10	77	52	189	242
ENSG00000206341.7	14	6	40	226
ENSG00000206344.7	11	39	14	55
ENSG00000206384.10	0	10	1	6
ENSG00000206417.8	36	28	16	177
ENSG00000206418.4	856	515	452	1391
ENSG00000206432.4	2	0	2	29
ENSG00000206503.12	3459	1989	5564	8074
ENSG00000206527.9	974	1143	1363	3972
ENSG00000206530.10	188	422	90	410
ENSG00000206532.2	3	1	0	4
ENSG00000206535.7	66	40	10	259
ENSG00000206538.8	20	5	7	2
ENSG00000206549.13	5	1	16	70
ENSG00000206557.5	2	3	2	87
ENSG00000206559.7	4	9	11	3
ENSG00000206560.11	811	1595	797	1042
ENSG00000206561.12	58	105	89	88
ENSG00000206562.11	138	189	133	265
ENSG00000206567.9	18	9	27	75
ENSG00000206573.8	324	405	493	4
ENSG00000206579.8	164	68	76	227
ENSG00000207751.3	0	5	1	7
ENSG00000210082.2	116963	165951	101771	353934
ENSG00000211445.11	2148	203	5016	5968
ENSG00000211448.11	2	11	12	2
ENSG00000211450.9	1145	1110	705	1221
ENSG00000211451.12	10	11	20	19
ENSG00000211454.13	11	79	23	28
ENSG00000211455.7	1672	892	469	1138
ENSG00000211456.10	408	790	785	643
ENSG00000211459.2	12442	39854	20159	68617
ENSG00000211460.11	1477	1309	1540	2577
ENSG00000211584.13	973	839	1949	1243
ENSG00000211592.8	9	2	3	1
ENSG00000211643.2	3	3	4	10
ENSG00000211677.2	7	1	2	0
ENSG00000211683.3	1	0	1	8
ENSG00000211772.11	3	1	1	5
ENSG00000211829.9	5	1	23	6
ENSG00000211892.4	19	0	7	12
ENSG00000211895.5	6	5	2	1
ENSG00000211896.7	30	1	8	23
ENSG00000211897.9	45	0	3	21
ENSG00000211898.7	23	0	0	2
ENSG00000211899.10	156	2	2	55
ENSG00000212123.3	91	135	18	158
ENSG00000212124.2	3	0	0	8
ENSG00000212125.2	3	4	3	11
ENSG00000212127.5	37	28	11	83
ENSG00000212664.5	16	20	11	28
ENSG00000212694.8	265	102	464	789
ENSG00000212719.11	140	93	76	223
ENSG00000212724.3	38	0	4	97
ENSG00000212743.2	1	8	0	1
ENSG00000212747.4	116	181	365	345
ENSG00000212766.9	2	3	5	4
ENSG00000212789.4	6	5	2	5
ENSG00000212802.4	22	53	52	40
ENSG00000212829.8	1	5	1	3
ENSG00000212864.3	50	117	182	197
ENSG00000212907.2	5006	11641	12503	16789
ENSG00000212916.4	215	2	92	169
ENSG00000212952.6	1	0	4	0
ENSG00000212978.6	224	77	128	151
ENSG00000212993.5	13	16	30	16
ENSG00000212994.5	1	1	2	2
ENSG00000213015.8	202	118	386	1851
ENSG00000213020.9	393	153	249	127
ENSG00000213023.10	0	1	0	1
ENSG00000213024.11	1315	711	892	920
ENSG00000213047.12	164	160	234	333
ENSG00000213057.5	18	0	29	108
ENSG00000213058.3	0	77	0	12
ENSG00000213062.4	26	9	14	27
ENSG00000213064.9	3094	1731	2172	3038
ENSG00000213066.12	431	254	286	481
ENSG00000213070.3	2	3	1	7
ENSG00000213073.4	37	7	22	49
ENSG00000213079.9	1336	574	653	1060
ENSG00000213080.3	4	15	0	2
ENSG00000213085.9	180	161	62	51
ENSG00000213088.10	2	0	0	13
ENSG00000213089.4	7	5	2	5
ENSG00000213090.2	2	5	2	9
ENSG00000213096.10	582	186	269	555
ENSG00000213100.2	0	3	1	2
ENSG00000213104.3	0	7	1	8
ENSG00000213123.10	61	64	14	123
ENSG00000213131.3	9	6	5	7
ENSG00000213139.7	68	37	52	69
ENSG00000213144.2	8	2	4	7
ENSG00000213145.9	225	270	1577	1031
ENSG00000213152.5	1	1	0	5
ENSG00000213160.9	364	567	129	325
ENSG00000213169.3	0	4	2	2
ENSG00000213171.2	0	12	2	17
ENSG00000213178.3	21	54	44	40
ENSG00000213185.6	72	6	78	90
ENSG00000213186.7	215	34	139	267
ENSG00000213190.3	278	23	73	51
ENSG00000213194.3	5	0	0	2
ENSG00000213199.7	6	109	9	277
ENSG00000213203.2	15	14	9	6
ENSG00000213204.8	5	2	3	2
ENSG00000213213.13	6	9	17	5
ENSG00000213214.4	535	100	211	349
ENSG00000213221.4	7	7	7	18
ENSG00000213222.3	2	3	3	1
ENSG00000213225.7	82	2	1	3
ENSG00000213228.5	3	2	1	4
ENSG00000213236.3	8	3	5	3
ENSG00000213240.8	3	3	0	1
ENSG00000213246.6	237	250	273	391
ENSG00000213250.5	6	2	2	3
ENSG00000213252.3	4	0	0	3
ENSG00000213253.5	4	20	3	12
ENSG00000213260.3	2	1	1	2
ENSG00000213261.3	4	14	3	5
ENSG00000213280.2	2	4	0	2
ENSG00000213281.4	9668	1353	1479	2813
ENSG00000213290.4	3	6	3	5
ENSG00000213297.8	5	0	0	2
ENSG00000213300.5	35	39	19	33
ENSG00000213304.3	0	3	0	2
ENSG00000213305.3	2	0	0	2
ENSG00000213309.3	0	5	4	3
ENSG00000213315.5	0	1	0	9
ENSG00000213316.9	14	40	77	54
ENSG00000213326.4	18	25	25	31
ENSG00000213337.8	152	173	245	296
ENSG00000213339.8	469	3766	444	1800
ENSG00000213341.10	582	150	460	1535
ENSG00000213347.10	224	413	252	516
ENSG00000213362.3	6	6	5	9
ENSG00000213363.4	1	4	1	3
ENSG00000213366.12	189	531	551	963
ENSG00000213380.15	273	266	359	467
ENSG00000213385.3	7	6	13	26
ENSG00000213386.3	2	3	3	1
ENSG00000213390.10	169	157	153	468
ENSG00000213397.10	21	138	69	113
ENSG00000213398.7	112	32	54	153
ENSG00000213399.3	1	3	3	4
ENSG00000213401.9	45	0	0	0
ENSG00000213406.3	2	1	0	8
ENSG00000213411.2	18	0	1	11
ENSG00000213413.2	0	0	2	0
ENSG00000213420.7	313	34	63	150
ENSG00000213430.6	19	34	24	28
ENSG00000213433.5	1	6	5	5
ENSG00000213442.5	56	257	248	224
ENSG00000213445.9	813	1298	341	457
